chr5:107,000,000-108,000,000	146	8,797
chr18:38,000,000-39,000,000	180	10,027
chr7:41,000,000-42,000,000	193	10,165
chr6:163,000,000-164,000,000	200	11,076
chr15:48,000,000-49,000,000	204	11,492
chr3:45,000,000-46,000,000	252	11,706
chr3:31,000,000-32,000,000	224	11,986
chr16:78,000,000-79,000,000	232	12,180
chr3:71,000,000-72,000,000	238	12,267
chr20:46,000,000-47,000,000	204	12,945
chr2:50,000,000-51,000,000	216	12,954
chr3:52,000,000-53,000,000	269	13,060
chr9:127,000,000-128,000,000	290	13,335
chr13:68,000,000-69,000,000	189	13,741
chr8:17,000,000-18,000,000	243	13,806
chr15:95,000,000-96,000,000	203	13,845
chr5:135,000,000-136,000,000	152	13,954
chr13:62,000,000-63,000,000	236	14,177
chr14:78,000,000-79,000,000	206	14,385
chr11:120,000,000-121,000,000	237	14,427
chr17:57,000,000-58,000,000	269	14,664
chr3:7,000,000-8,000,000	235	14,691
chr1:204,000,000-205,000,000	259	14,727
chr3:62,000,000-63,000,000	175	14,756
chr11:15,000,000-16,000,000	174	14,945
chr6:40,000,000-41,000,000	153	14,970
chr20:57,000,000-58,000,000	208	15,009
chr9:124,000,000-125,000,000	307	15,144
chr16:77,000,000-78,000,000	239	15,277
chr20:20,000,000-21,000,000	185	15,332
chr1:167,000,000-168,000,000	283	15,370
chr7:28,000,000-29,000,000	209	15,395
chr8:22,000,000-23,000,000	313	15,395
chr10:123,000,000-124,000,000	186	15,563
chr2:54,000,000-55,000,000	205	15,576
chr16:79,000,000-80,000,000	228	15,654
chr22:33,000,000-34,000,000	342	15,870
chr11:119,000,000-120,000,000	264	15,899
chr14:99,000,000-100,000,000	238	15,933
chr2:69,000,000-70,000,000	321	15,939
chr8:130,000,000-131,000,000	221	16,005
chr10:71,000,000-72,000,000	223	16,012
chr2:163,000,000-164,000,000	251	16,012
chr10:113,000,000-114,000,000	193	16,049
chr11:111,000,000-112,000,000	253	16,072
chr10:107,000,000-108,000,000	205	16,129
chr16:50,000,000-51,000,000	220	16,138
chr15:57,000,000-58,000,000	232	16,160
chr5:31,000,000-32,000,000	318	16,164
chr7:11,000,000-12,000,000	203	16,173
chr4:30,000,000-31,000,000	225	16,177
chr14:75,000,000-76,000,000	315	16,180
chr11:135,000,000-135,086,622	28	16,200
chr10:114,000,000-115,000,000	244	16,233
chr15:80,000,000-81,000,000	237	16,255
chr10:121,000,000-122,000,000	276	16,354
chr11:44,000,000-45,000,000	230	16,381
chr12:24,000,000-25,000,000	254	16,517
chr1:17,000,000-18,000,000	320	16,641
chr1:110,000,000-111,000,000	225	16,675
chr2:145,000,000-146,000,000	224	16,714
chr19:31,000,000-32,000,000	222	16,794
chr20:44,000,000-45,000,000	301	16,795
chr20:58,000,000-59,000,000	240	16,802
chr20:51,000,000-52,000,000	331	16,885
chr10:69,000,000-70,000,000	301	16,892
chr10:110,000,000-111,000,000	232	16,928
chr12:62,000,000-63,000,000	279	17,066
chr12:116,000,000-117,000,000	324	17,260
chr6:36,000,000-37,000,000	317	17,324
chr11:12,000,000-13,000,000	185	17,337
chr13:84,000,000-85,000,000	217	17,344
chr6:132,000,000-133,000,000	282	17,344
chr7:151,000,000-152,000,000	260	17,377
chr2:28,000,000-29,000,000	286	17,494
chr10:101,000,000-102,000,000	344	17,692
chr5:14,000,000-15,000,000	232	17,725
chr10:60,000,000-61,000,000	179	17,797
chr21:21,000,000-22,000,000	223	17,822
chr2:6,000,000-7,000,000	231	17,873
chr5:11,000,000-12,000,000	222	17,876
chr2:235,000,000-236,000,000	238	17,887
chr20:10,000,000-11,000,000	234	17,922
chr1:87,000,000-88,000,000	316	17,953
chr14:69,000,000-70,000,000	284	17,996
chr7:129,000,000-130,000,000	407	18,005
chr6:155,000,000-156,000,000	257	18,028
chr14:33,000,000-34,000,000	202	18,034
chr12:109,000,000-110,000,000	273	18,103
