chr1:1,000,000-2,000,000	0	0
chr1:3,000,000-4,000,000	0	0
chr1:4,000,000-5,000,000	0	0
chr1:5,000,000-6,000,000	0	0
chr1:6,000,000-7,000,000	0	0
chr1:7,000,000-8,000,000	0	0
chr1:8,000,000-9,000,000	0	0
chr1:9,000,000-10,000,000	0	0
chr1:10,000,000-11,000,000	0	0
chr1:11,000,000-12,000,000	0	0
chr1:14,000,000-15,000,000	0	0
chr1:15,000,000-16,000,000	0	0
chr1:17,000,000-18,000,000	0	0
chr1:18,000,000-19,000,000	0	0
chr1:19,000,000-20,000,000	0	0
chr1:20,000,000-21,000,000	0	0
chr1:21,000,000-22,000,000	0	0
chr1:22,000,000-23,000,000	0	0
chr1:23,000,000-24,000,000	0	0
chr1:24,000,000-25,000,000	0	0
chr1:26,000,000-27,000,000	0	0
chr1:27,000,000-28,000,000	0	0
chr1:28,000,000-29,000,000	0	0
chr1:30,000,000-31,000,000	0	0
chr1:31,000,000-32,000,000	0	0
chr1:32,000,000-33,000,000	0	0
chr1:34,000,000-35,000,000	0	0
chr1:35,000,000-36,000,000	0	0
chr1:36,000,000-37,000,000	0	0
chr1:37,000,000-38,000,000	0	0
chr1:38,000,000-39,000,000	0	0
chr1:39,000,000-40,000,000	0	0
chr1:40,000,000-41,000,000	0	0
chr1:41,000,000-42,000,000	0	0
chr1:42,000,000-43,000,000	0	0
chr1:43,000,000-44,000,000	0	0
chr1:44,000,000-45,000,000	0	0
chr1:45,000,000-46,000,000	0	0
chr1:48,000,000-49,000,000	0	0
chr1:49,000,000-50,000,000	0	0
chr1:50,000,000-51,000,000	0	0
chr1:51,000,000-52,000,000	0	0
chr1:52,000,000-53,000,000	0	0
chr1:53,000,000-54,000,000	0	0
chr1:54,000,000-55,000,000	0	0
chr1:55,000,000-56,000,000	0	0
chr1:56,000,000-57,000,000	0	0
chr1:57,000,000-58,000,000	0	0
chr1:58,000,000-59,000,000	0	0
chr1:60,000,000-61,000,000	0	0
chr1:61,000,000-62,000,000	0	0
chr1:62,000,000-63,000,000	0	0
chr1:63,000,000-64,000,000	0	0
chr1:64,000,000-65,000,000	0	0
chr1:65,000,000-66,000,000	0	0
chr1:66,000,000-67,000,000	0	0
chr1:67,000,000-68,000,000	0	0
chr1:68,000,000-69,000,000	0	0
chr1:69,000,000-70,000,000	0	0
chr1:70,000,000-71,000,000	0	0
chr1:71,000,000-72,000,000	0	0
chr1:72,000,000-73,000,000	0	0
chr1:73,000,000-74,000,000	0	0
chr1:74,000,000-75,000,000	0	0
chr1:75,000,000-76,000,000	0	0
chr1:76,000,000-77,000,000	0	0
chr1:77,000,000-78,000,000	0	0
chr1:78,000,000-79,000,000	0	0
chr1:79,000,000-80,000,000	0	0
chr1:80,000,000-81,000,000	0	0
chr1:81,000,000-82,000,000	0	0
chr1:82,000,000-83,000,000	0	0
chr1:83,000,000-84,000,000	0	0
chr1:84,000,000-85,000,000	0	0
chr1:85,000,000-86,000,000	0	0
chr1:88,000,000-89,000,000	0	0
chr1:89,000,000-90,000,000	0	0
chr1:90,000,000-91,000,000	0	0
chr1:92,000,000-93,000,000	0	0
chr1:93,000,000-94,000,000	0	0
chr1:94,000,000-95,000,000	0	0
chr1:95,000,000-96,000,000	0	0
chr1:96,000,000-97,000,000	0	0
chr1:97,000,000-98,000,000	0	0
chr1:98,000,000-99,000,000	0	0
chr1:99,000,000-100,000,000	0	0
chr1:100,000,000-101,000,000	0	0
chr1:101,000,000-102,000,000	0	0
chr1:102,000,000-103,000,000	0	0
chr1:104,000,000-105,000,000	0	0
chr1:105,000,000-106,000,000	0	0
chr1:106,000,000-107,000,000	0	0
chr1:107,000,000-108,000,000	0	0
chr1:108,000,000-109,000,000	0	0
chr1:109,000,000-110,000,000	0	0
chr1:110,000,000-111,000,000	0	0
chr1:111,000,000-112,000,000	0	0
chr1:112,000,000-113,000,000	0	0
chr1:114,000,000-115,000,000	0	0
chr1:115,000,000-116,000,000	0	0
chr1:116,000,000-117,000,000	0	0
chr1:117,000,000-118,000,000	0	0
chr1:118,000,000-119,000,000	0	0
chr1:119,000,000-120,000,000	0	0
chr1:144,000,000-145,000,000	0	0
chr1:145,000,000-146,000,000	0	0
chr1:146,000,000-147,000,000	0	0
chr1:147,000,000-148,000,000	0	0
chr1:148,000,000-149,000,000	0	0
chr1:149,000,000-150,000,000	0	0
chr1:150,000,000-151,000,000	0	0
chr1:151,000,000-152,000,000	0	0
chr1:152,000,000-153,000,000	0	0
chr1:153,000,000-154,000,000	0	0
chr1:154,000,000-155,000,000	0	0
chr1:156,000,000-157,000,000	0	0
chr1:157,000,000-158,000,000	0	0
chr1:158,000,000-159,000,000	0	0
chr1:159,000,000-160,000,000	0	0
chr1:160,000,000-161,000,000	0	0
chr1:162,000,000-163,000,000	0	0
chr1:163,000,000-164,000,000	0	0
chr1:164,000,000-165,000,000	0	0
chr1:165,000,000-166,000,000	0	0
chr1:166,000,000-167,000,000	0	0
chr1:167,000,000-168,000,000	0	0
chr1:169,000,000-170,000,000	0	0
chr1:170,000,000-171,000,000	0	0
chr1:171,000,000-172,000,000	0	0
chr1:172,000,000-173,000,000	0	0
chr1:173,000,000-174,000,000	0	0
chr1:174,000,000-175,000,000	0	0
chr1:175,000,000-176,000,000	0	0
chr1:176,000,000-177,000,000	0	0
chr1:177,000,000-178,000,000	0	0
chr1:178,000,000-179,000,000	0	0
chr1:179,000,000-180,000,000	0	0
chr1:180,000,000-181,000,000	0	0
chr1:181,000,000-182,000,000	0	0
chr1:182,000,000-183,000,000	0	0
chr1:183,000,000-184,000,000	0	0
chr1:184,000,000-185,000,000	0	0
chr1:185,000,000-186,000,000	0	0
chr1:186,000,000-187,000,000	0	0
chr1:187,000,000-188,000,000	0	0
chr1:188,000,000-189,000,000	0	0
chr1:189,000,000-190,000,000	0	0
chr1:190,000,000-191,000,000	0	0
chr1:191,000,000-192,000,000	0	0
chr1:192,000,000-193,000,000	0	0
chr1:193,000,000-194,000,000	0	0
chr1:194,000,000-195,000,000	0	0
chr1:195,000,000-196,000,000	0	0
chr1:196,000,000-197,000,000	0	0
chr1:197,000,000-198,000,000	0	0
chr1:198,000,000-199,000,000	0	0
chr1:199,000,000-200,000,000	0	0
chr1:200,000,000-201,000,000	0	0
chr1:201,000,000-202,000,000	0	0
chr1:202,000,000-203,000,000	0	0
chr1:203,000,000-204,000,000	0	0
chr1:204,000,000-205,000,000	0	0
chr1:208,000,000-209,000,000	0	0
chr1:209,000,000-210,000,000	0	0
chr1:210,000,000-211,000,000	0	0
chr1:211,000,000-212,000,000	0	0
chr1:212,000,000-213,000,000	0	0
chr1:213,000,000-214,000,000	0	0
chr1:214,000,000-215,000,000	0	0
chr1:215,000,000-216,000,000	0	0
chr1:216,000,000-217,000,000	0	0
chr1:217,000,000-218,000,000	0	0
chr1:218,000,000-219,000,000	0	0
chr1:219,000,000-220,000,000	0	0
chr1:220,000,000-221,000,000	0	0
chr1:221,000,000-222,000,000	0	0
chr1:222,000,000-223,000,000	0	0
chr1:225,000,000-226,000,000	0	0
chr1:226,000,000-227,000,000	0	0
chr1:227,000,000-228,000,000	0	0
chr1:229,000,000-230,000,000	0	0
chr1:230,000,000-231,000,000	0	0
chr1:231,000,000-232,000,000	0	0
chr1:232,000,000-233,000,000	0	0
chr1:233,000,000-234,000,000	0	0
chr1:234,000,000-235,000,000	0	0
chr1:235,000,000-236,000,000	0	0
chr1:237,000,000-238,000,000	0	0
chr1:238,000,000-239,000,000	0	0
chr1:239,000,000-240,000,000	0	0
chr1:240,000,000-241,000,000	0	0
chr1:241,000,000-242,000,000	0	0
chr1:242,000,000-243,000,000	0	0
chr1:243,000,000-244,000,000	0	0
chr1:244,000,000-245,000,000	0	0
chr1:245,000,000-246,000,000	0	0
chr1:246,000,000-247,000,000	0	0
chr1:247,000,000-248,000,000	0	0
chr2:2,000,000-3,000,000	0	0
chr2:5,000,000-6,000,000	0	0
chr2:6,000,000-7,000,000	0	0
chr2:7,000,000-8,000,000	0	0
chr2:9,000,000-10,000,000	0	0
chr2:11,000,000-12,000,000	0	0
chr2:12,000,000-13,000,000	0	0
chr2:14,000,000-15,000,000	0	0
chr2:15,000,000-16,000,000	0	0
chr2:17,000,000-18,000,000	0	0
chr2:18,000,000-19,000,000	0	0
chr2:19,000,000-20,000,000	0	0
chr2:20,000,000-21,000,000	0	0
chr2:22,000,000-23,000,000	0	0
chr2:23,000,000-24,000,000	0	0
chr2:24,000,000-25,000,000	0	0
chr2:25,000,000-26,000,000	0	0
chr2:26,000,000-27,000,000	0	0
chr2:27,000,000-28,000,000	0	0
chr2:28,000,000-29,000,000	0	0
chr2:29,000,000-30,000,000	0	0
chr2:30,000,000-31,000,000	0	0
chr2:31,000,000-32,000,000	0	0
chr2:34,000,000-35,000,000	0	0
chr2:35,000,000-36,000,000	0	0
chr2:37,000,000-38,000,000	0	0
chr2:38,000,000-39,000,000	0	0
chr2:39,000,000-40,000,000	0	0
chr2:40,000,000-41,000,000	0	0
chr2:41,000,000-42,000,000	0	0
chr2:42,000,000-43,000,000	0	0
chr2:43,000,000-44,000,000	0	0
chr2:44,000,000-45,000,000	0	0
chr2:46,000,000-47,000,000	0	0
chr2:47,000,000-48,000,000	0	0
chr2:48,000,000-49,000,000	0	0
chr2:50,000,000-51,000,000	0	0
chr2:51,000,000-52,000,000	0	0
